class,name,total,algum conteudo foi publicado,assinatura criada,assinatura de discussao criada,comentario apagado,comentario criado,curso visto,discussao visualizada,discussao criada,formulario de confirmacao de submissao visualizado,formulario de submissao visualizado,lista de instancias de modulos de cursos visualizados,lista de usuarios vistos,modulo do curso visualizado,o status da submissao foi visualizado,o usuario aceitou o acordo da tarefa,o usuario salvou um envio,perfil do usuario visto,post atualizado,post criado,relatorio de notas do usuario visualizado,relatorio de um utilizador do curso visualizado,submissao criada,um arquivo foi enviado,um envio foi submetido,visualizado relatorio de usuario
active,Student_63,5,2,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,0
active,Student_44,5,0,0,0,0,0,5,0,0,0,0,0,0,8,3,0,0,0,0,0,1,0,0,0,0,0
active,Student_41,5,0,0,0,0,0,15,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0
active,Student_50,5,4,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,1,0,0,0,0,0
active,Student_51,5,0,0,0,0,0,25,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0
active,Student_85,5,0,0,0,0,0,7,0,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0
active,Student_81,5,0,0,0,0,0,13,0,0,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0
active,Student_62,4,0,0,0,0,0,3,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0
active,Student_74,0,0,0,0,0,0,4,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0
active,Student_76,4,1,0,0,0,0,17,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,1,0
active,Student_52,5,1,0,0,0,0,8,0,0,0,0,0,0,9,13,0,0,0,0,0,2,0,0,0,0,0
active,Student_67,0,0,0,0,0,0,10,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0
active,Student_89,4,0,0,0,0,0,5,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0
active,Student_93,5,0,0,0,0,0,8,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0
active,Student_71,5,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
active,Student_79,4,0,0,0,0,0,8,0,0,0,0,0,0,15,8,0,0,0,0,0,1,1,0,0,1,0
active,Student_58,5,0,0,0,0,0,2,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0
active,Student_78,5,0,0,0,0,0,5,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0
active,Student_49,0,0,0,0,0,0,11,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
active,Student_43,5,0,0,0,0,0,4,0,0,0,0,0,0,27,8,0,0,0,0,0,1,0,0,0,1,0
active,Student_55,5,1,0,0,0,0,23,0,0,0,0,0,0,37,5,0,0,0,0,0,0,0,0,0,1,0
inactive,Student_6,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_45,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_97,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_77,0,0,0,0,0,0,5,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0
inactive,Student_64,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
inactive,Student_75,3,0,0,0,0,0,10,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_87,5,0,0,0,0,0,14,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_66,5,0,0,0,0,0,8,0,0,0,0,0,0,12,3,0,0,0,0,0,1,0,0,0,0,0
inactive,Student_22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0
inactive,Student_1,5,1,0,0,0,0,2,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_56,0,1,0,0,0,0,3,0,0,0,0,0,0,10,5,0,0,0,0,0,1,0,0,0,0,0
inactive,Student_88,4,1,0,0,0,0,14,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_48,5,0,0,0,0,0,7,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_24,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_36,5,1,0,0,0,0,17,0,0,0,0,0,0,22,28,0,0,0,0,2,5,0,0,0,0,0
inactive,Student_21,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_7,5,0,0,0,0,0,1,0,0,0,0,0,0,16,6,0,0,0,0,0,1,0,0,0,0,0
inactive,Student_15,0,0,0,0,0,0,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_10,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_2,0,1,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
inactive,Student_47,0,0,0,0,0,0,10,0,0,0,0,0,0,7,2,0,0,0,0,1,0,0,0,0,0,0
inactive,Student_37,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
